floatWear,formattedPrice,price,currencyCode,item,source,rarity,timestamp
0.28169918060303,0.11,4.6,UAH,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.30362796783447,0.11,4.6,UAH,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.30092611908913,0.11,4.6,UAH,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.33546942472458,0.11,4.6,UAH,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.31270444393158,0.11,4.6,UAH,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.30863571166992,0.11,4.6,UAH,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.32621467113495,0.11,4.6,UAH,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.34396588802338,0.11,4.6,UAH,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.30791473388672,0.11,4.6,UAH,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.36704176664352,0.11,4.6,UAH,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.28023791313171,0.11,4.6,UAH,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.28843507170677,0.11,4.6,UAH,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.29783734679222,0.11,4.6,UAH,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.29893523454666,0.11,4.6,UAH,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.30159813165665,0.11,4.6,UAH,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.33205649256706,0.11,4.6,UAH,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.30989927053452,0.11,4.6,UAH,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.29043564200401,0.11,4.6,UAH,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.29507246613503,0.11,4.6,UAH,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.29749274253845,0.11,4.6,UAH,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.28798505663872,0.11,4.6,UAH,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.33421668410301,0.11,4.6,UAH,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.29012921452522,0.11,4.6,UAH,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.30689677596092,0.11,4.6,UAH,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.27821931242943,0.11,4.6,UAH,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.31186068058014,0.11,4.6,UAH,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.27818113565445,0.11,4.6,UAH,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.27689811587334,0.11,4.6,UAH,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.29059475660324,0.11,4.6,UAH,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.31198772788048,0.11,4.6,UAH,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.28271478414536,0.11,4.6,UAH,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.30428540706635,0.11,4.6,UAH,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.31193166971207,0.11,4.6,UAH,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
